contig01331, 2
contig00059, 3
contig00241, 10
contig00603, 0
contig00993, 10
contig00956, 1
contig00236, 13
contig00235, 6
contig01201, 0
contig01380, 10
contig01123, 0
contig00698, 2
contig00014, 0
contig00057, 0
contig01333, 0
contig00528, 0
contig00957, 0
contig01379, 2
contig00428, 1
contig00621, 2
contig00819, 3
contig00671, 1
contig01159, 2
contig00321, 1
contig01145, 0
contig00675, 1
contig00168, 4
contig01240, 1
contig01225, 4
contig00534, 7
contig00387, 16
contig00949, 2
contig00738, 0
contig00055, 2
contig00504, 1
contig00926, 0
contig01248, 1
contig01055, 4
contig01105, 2
contig00495, 1
contig01041, 0
contig00045, 1
contig00003, 1
contig01089, 1
contig00520, 0
contig00363, 1
contig00101, 0
contig00565, 0
contig01138, 2
contig00862, 0
contig01384, 29
contig00490, 0
contig00632, 1
contig00777, 1
contig00773, 2
contig01187, 0
contig01244, 5
contig00932, 7
contig00292, 0
contig01200, 0
contig01094, 20
contig00171, 4
contig00907, 0
contig01334, 1
contig01228, 4
contig01160, 2
contig00789, 2
contig00433, 0
contig00890, 2
contig01356, 0
contig00696, 0
contig01360, 0
contig01197, 3
contig00584, 6
contig00399, 1
contig00515, 5
contig00442, 0
contig00904, 1
contig01312, 20
contig00694, 0
contig00467, 1
contig01031, 0
contig01015, 0
contig00004, 1
contig01170, 2
contig00099, 1
contig01003, 6
contig00436, 0
contig01241, 19
contig00359, 0
contig01158, 3
contig00756, 3
contig01350, 0
contig00843, 0
contig00526, 0
contig00278, 0
contig00691, 2
contig00913, 2
contig01188, 1
contig00806, 2
contig00197, 4
contig00705, 0
contig01375, 7
contig00506, 1
contig00257, 2
contig00724, 0
contig00505, 0
contig01235, 2
contig00094, 0
contig00641, 0
contig00869, 0
contig01291, 13
contig00954, 0
contig01253, 1
contig00441, 0
contig01316, 0
contig00074, 4
contig01221, 1
contig00525, 2
contig00799, 0
contig00630, 0
contig00832, 1
contig00866, 2
contig00639, 2
contig00723, 1
contig00620, 0
contig00527, 2
contig00553, 0
contig00226, 5
contig01274, 1
contig01172, 2
contig00733, 5
contig01033, 2
contig01006, 1
contig01180, 0
contig01133, 1
contig00476, 4
contig00894, 2
contig01310, 2
contig00073, 0
contig01231, 4
contig00148, 2
contig00788, 2
contig00118, 3
contig00224, 3
contig00591, 1
contig01230, 0
contig00892, 0
contig00994, 16
contig01287, 8
contig00776, 0
contig00062, 2
contig00919, 9
contig01374, 3
contig00974, 1
contig01127, 5
contig00771, 2
contig00996, 6
contig01121, 3
contig00648, 0
contig00430, 1
contig00564, 3
contig00195, 0
contig00676, 0
contig01035, 2
contig01173, 0
contig00191, 1
contig01029, 0
contig01222, 8
contig00583, 10
contig00011, 33
contig00826, 1
contig00532, 0
contig00846, 0
contig01140, 2
contig00625, 1
contig00176, 0
contig00895, 5
contig01336, 7
contig00514, 0
contig00012, 1
contig00262, 2
contig00071, 0
contig01063, 3
contig00513, 5
contig00477, 4
contig00596, 3
contig01051, 2
contig00511, 0
contig01183, 2
contig00767, 1
contig00959, 1
contig00187, 0
contig00389, 2
contig00345, 0
contig00834, 1
contig01091, 1
contig01227, 4
contig00570, 1
contig00655, 2
contig00663, 0
contig00028, 1
contig01315, 4
contig00725, 5
contig00491, 2
contig00189, 0
contig00865, 2
contig00628, 0
contig01255, 1
contig01124, 1
contig00613, 1
contig00543, 2
contig00393, 0
contig01259, 0
contig01184, 1
contig00487, 1
contig01298, 1
contig00459, 2
contig00745, 7
contig01011, 0
contig01036, 5
contig00704, 0
contig00494, 1
contig00500, 2
contig00701, 1
contig00986, 6
contig01286, 13
contig00626, 4
contig00081, 0
contig00496, 0
contig00971, 5
contig00742, 0
contig00125, 5
contig01001, 2
contig00407, 2
contig01081, 1
contig00825, 1
contig00129, 2
contig01261, 1
contig00208, 2
contig00864, 0
contig00064, 5
contig01272, 1
contig00551, 0
contig00992, 4
contig00033, 1
contig00901, 7
contig00829, 1
contig01010, 0
contig00501, 0
contig00732, 0
contig00089, 0
contig00242, 0
contig01295, 3
contig00434, 1
contig01271, 2
contig00863, 1
contig00005, 4
contig00126, 8
contig00470, 0
contig01083, 1
contig01074, 0
contig00545, 0
contig00692, 1
contig00635, 1
contig00975, 0
contig00542, 7
contig00858, 0
contig00557, 0
contig01050, 1
contig00090, 0
contig01368, 3
contig01367, 7
contig00394, 1
contig00138, 14
contig00893, 2
contig01254, 1
contig01077, 1
contig00342, 0
contig00302, 7
contig00396, 0
contig01358, 0
contig00374, 9
contig00715, 0
contig01100, 1
contig00563, 1
contig00942, 0
contig00562, 4
contig00144, 4
contig00998, 0
contig00037, 6
contig01250, 0
contig01199, 0
contig01189, 1
contig00645, 1
contig00017, 6
contig01112, 1
contig00205, 0
contig00558, 6
contig00082, 10
contig01278, 1
contig00183, 2
contig01304, 8
contig00420, 0
contig01269, 1
contig00392, 0
contig00606, 0
contig01369, 0
contig00574, 0
contig01224, 0
contig00211, 1
contig00415, 0
contig01283, 6
contig00361, 0
contig01341, 0
contig00844, 3
contig00802, 0
contig00737, 0
contig00731, 0
contig00714, 0
contig01357, 1
contig00170, 0
contig01284, 0
contig00105, 2
contig00629, 0
contig01251, 1
contig01165, 2
contig00882, 1
contig01161, 0
contig00157, 3
contig01021, 7
contig00871, 5
contig00032, 1
contig01004, 4
contig00987, 3
contig00260, 0
contig00124, 4
contig00670, 1
contig01171, 3
contig00418, 0
contig00730, 1
contig00801, 0
contig00173, 0
contig00362, 10
contig00502, 2
contig00287, 1
contig01257, 1
contig00912, 0
contig00624, 0
contig00122, 0
contig01008, 5
contig00233, 5
contig00881, 1
contig00530, 0
contig00049, 2
contig01337, 2
contig00475, 1
contig00058, 2
contig01220, 0
contig01020, 1
contig00743, 0
contig00116, 1
contig00535, 1
contig01364, 2
contig00220, 2
contig00135, 0
contig01326, 0
contig00437, 0
contig00458, 1
contig00960, 1
contig00947, 2
contig00204, 0
contig00277, 0
contig00364, 4
contig00693, 1
contig01243, 1
contig00051, 1
contig00002, 1
contig00976, 1
contig00983, 1
contig00879, 5
contig00181, 0
contig01044, 4
contig00595, 1
contig00978, 4
contig00710, 1
contig01340, 1
contig00995, 0
contig00253, 3
contig00845, 4
contig01319, 0
contig00201, 3
contig01294, 3
contig00561, 2
contig01266, 0
contig00687, 1
contig01308, 2
contig00782, 2
contig00902, 13
contig00451, 1
contig00587, 2
contig01177, 4
contig00133, 4
contig00647, 0
contig01128, 0
contig00810, 0
contig01099, 2
contig00018, 13
contig00923, 7
contig01103, 2
contig00493, 0
contig00486, 1
contig01193, 1
contig01084, 0
contig00786, 4
contig01026, 0
contig01299, 11
contig00754, 1
contig00685, 1
contig00644, 2
contig01087, 1
contig00809, 2
contig00906, 3
contig00552, 0
contig01061, 3
contig00948, 0
contig01111, 0
contig00717, 0
contig00380, 1
contig00941, 1
contig01245, 7
contig00423, 0
contig00780, 1
contig01353, 8
contig01049, 1
contig00295, 0
contig00405, 3
contig00886, 0
contig01258, 0
contig00969, 0
contig00397, 1
contig00174, 3
contig00350, 0
contig00859, 4
contig00546, 4
contig00576, 4
contig00030, 0
contig00951, 10
contig00084, 4
contig00824, 4
contig00385, 1
contig00837, 0
contig00617, 0
contig00416, 0
contig01238, 3
contig00612, 0
contig00908, 0
contig00549, 1
contig01090, 2
contig01214, 0
contig00228, 0
contig00349, 4
contig00822, 0
contig00903, 7
contig00664, 1
contig00793, 0
contig00601, 1
contig01040, 19
contig01005, 1
contig01168, 0
contig00309, 0
contig01185, 1
contig01141, 0
contig00509, 5
contig01113, 4
contig01129, 0
contig00229, 1
contig00036, 24
contig00010, 0
contig00214, 0
contig00381, 0
contig00103, 0
contig00454, 1
contig00472, 1
contig00820, 0
contig00721, 0
contig01047, 1
contig00813, 0
contig00688, 0
contig00152, 0
contig00673, 1
contig00734, 0
contig00137, 1
contig00372, 1
contig00265, 0
contig00668, 1
contig00707, 0
contig00426, 0
contig01014, 2
contig01246, 0
contig00522, 6
contig01209, 2
contig00699, 1
contig00198, 0
contig00917, 3
contig01117, 1
contig00207, 1
contig00254, 0
contig00255, 1
contig00610, 1
contig01016, 0
contig01323, 0
contig01058, 3
contig00955, 1
contig01186, 0
contig00154, 2
contig01322, 4
contig00618, 0
contig00651, 0
contig00383, 2
contig00703, 0
contig01342, 0
contig00443, 1
contig00482, 2
contig01115, 20
contig01236, 2
contig01182, 1
contig00044, 2
contig00836, 2
contig00774, 1
contig01045, 2
contig00378, 0
contig00680, 6
contig01306, 0
contig00816, 0
contig00199, 4
contig00353, 0
contig00060, 5
contig01175, 1
contig01385, 7
contig01303, 0
contig00848, 5
contig00203, 0
contig00410, 1
contig00029, 3
contig00068, 8
contig01218, 2
contig00762, 4
contig00637, 2
contig00604, 0
contig00072, 2
contig00784, 0
contig00457, 5
contig00320, 1
contig01327, 3
contig01002, 1
contig00256, 1
contig00107, 1
contig01039, 1
contig00720, 0
contig00161, 2
contig01301, 0
contig00842, 2
contig00296, 4
contig00665, 0
contig01057, 1
contig01076, 0
contig00026, 0
contig01365, 0
contig00503, 4
contig01378, 6
contig00602, 0
contig00555, 1
contig00440, 0
contig00508, 2
contig00812, 0
contig00973, 1
contig00779, 0
contig00930, 0
contig00424, 1
contig01267, 0
contig00607, 0
contig00034, 3
contig00627, 0
contig01346, 3
contig01314, 1
contig00872, 5
contig01320, 2
contig01027, 1
contig01072, 1
contig00898, 5
contig01203, 0
contig01038, 3
contig00370, 6
contig00053, 3
contig00600, 0
contig01307, 2
contig00981, 8
contig00406, 0
contig00439, 0
contig00753, 0
contig00772, 2
contig00488, 0
contig01192, 0
contig01213, 1
contig01223, 1
contig01163, 1
contig00770, 0
contig01073, 0
contig00828, 7
contig00937, 0
contig00223, 3
contig01066, 1
contig01349, 0
contig00461, 1
contig00984, 2
contig00573, 1
contig00013, 4
contig00658, 1
contig00711, 9
contig01273, 0
contig00163, 0
contig00521, 0
contig00225, 7
contig00765, 2
contig00953, 1
contig01053, 1
contig01347, 0
contig01205, 2
contig00128, 1
contig01275, 1
contig00219, 0
contig00642, 0
contig00286, 0
contig00373, 2
contig01174, 1
contig01042, 5
contig00803, 0
contig00929, 1
contig00922, 7
contig00961, 2
contig00097, 1
